Steer;Driving
0.0943398;0.0212282
0.0943398;0
0.0943398;0.0212282
0.0943398;0.0106141
0.0943398;0.0318423
0.0943398;0.0106141
0.0943398;0.0106141
0.0943398;0
0.0943398;0
0.0943398;0.0212282
0.0943398;0.0106141
0.0943398;0.0106141
0.0943398;0
0.0943398;0.0318423
0.0943398;0
0.0944932;0.0106141
0.0949534;0.0212282
0.0949534;0.0106141
0.0949534;0.0106141
0.0951068;0.0318423
0.095567;0.0106141
0.0961806;0.0212282
0.0966408;0.0106141
0.0975612;0.0106141
0.0981748;0.0106141
0.0995554;0.0106141
0.0997088;0
0.101089;0
0.102163;0.0318423
0.10339;0.0106141
0.104617;0.0212282
0.104771;0
0.104771;0.0212282
0.107225;0.0106141
0.107685;0.0106141
0.108452;0.0106141
0.108452;0
0.109986;0.0318423
0.11106;0.0212282
0.11152;0
0.11152;0
0.11152;0
0.112441;0
0.113208;0.0424564
0.113975;0.0106141
0.114588;0.0212282
0.115202;0.0106141
0.116276;0.0106141
0.11873;0.0212282
0.120264;0.0106141
0.122105;0
0.124099;0.0106141
0.12686;0.0106141
0.128241;0.0106141
0.132536;0.0212282
0.135144;0.0106141
0.138825;0.0212282
0.140666;0.0106141
0.142047;0.0106141
0.143734;0
0.144501;0.0106141
0.146649;0.0106141
0.147416;0
0.147416;0.0106141
0.149103;0.0106141
0.151097;0.0106141
0.152171;0.0106141
0.154625;0.0318423
0.155852;0
0.157386;0.0106141
0.15846;0.0106141
0.160148;0.0212282
0.161221;0
0.162909;0.0212282
0.163983;0
0.16613;0.0212282
0.166744;0.0106141
0.168278;0.0212282
0.168738;0.0106141
0.169045;0.0106141
0.169505;0.0106141
0.169812;0.0106141
0.169812;0
0.169965;0.0106141
0.169965;0
0.169965;0.0106141
0.169965;0
0.169965;0.0318423
0.169965;0
0.169965;0.0106141
0.169965;0.0106141
0.169965;0.0106141
0.169965;0
0.169965;0.0106141
0.169965;0.0212282
0.170118;0.0212282
0.170118;0.0212282
0.170118;0
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0
0.170118;0.0212282
0.170118;0
0.170118;0.0318423
0.170118;0.0106141
0.170118;0.0212282
0.170118;0.0212282
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0
0.170118;0.0318423
0.170118;0.0106141
0.170118;0.0212282
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0212282
0.170118;0.0106141
0.170118;0.0318423
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0318423
0.170118;0.0212282
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0212282
0.170118;0.0212282
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170118;0.0106141
0.170272;0.0106141
0.170579;0.0106141
0.170885;0.0106141
0.171039;0.0106141
0.171346;0.0318423
0.171346;0.0106141
0.171499;0.0106141
0.171499;0.0212282
0.171499;0.0106141
0.172113;0.0212282
0.172266;0.0106141
0.172266;0
0.172726;0.0212282
0.17288;0.0106141
0.17426;0.0106141
0.174567;0.0106141
0.175181;0.0106141
0.176408;0.0212282
0.176868;0.0106141
0.177942;0.0318423
0.178249;0.0106141
0.178555;0.0106141
0.179169;0.0106141
0.179783;0.0106141
0.18101;0.0212282
0.18147;0.0212282
0.182084;0.0212282
0.18239;0.0106141
0.182697;0.0106141
0.183004;0.0212282
0.183157;0.0106141
0.183464;0.0106141
0.183618;0.0106141
0.184078;0.0212282
0.184231;0.0106141
0.184538;0.0212282
0.184845;0.0106141
0.185151;0.0106141
0.185151;0
0.186072;0.0212282
0.186685;0
0.187146;0.0212282
0.187606;0.0106141
0.188219;0.0212282
0.188373;0.0106141
0.188373;0.0212282
0.188373;0.0106141
0.188373;0.0106141
0.188373;0.0212282
0.188373;0
0.188373;0
0.188373;0.0106141
0.188373;0.0530705
0.188373;0.0106141
0.188833;0.0212282
0.188986;0.0106141
0.18914;0.0106141
0.189447;0.0106141
0.189753;0.0106141
0.19006;0.0106141
0.190214;0.0106141
0.19052;0.0106141
0.19052;0
0.19052;0
0.190981;0.0530705
0.190981;0
0.191134;0.0106141
0.191287;0.0106141
0.191287;0
0.191287;0
0.191287;0.0318423
0.191287;0.0106141
0.191287;0.0212282
0.191287;0.0106141
0.191287;0.0212282
0.191287;0
0.191287;0.0212282
0.191287;0.0106141
0.191287;0.0106141
0.191287;0
0.191287;0.0212282
0.191287;0.0106141
0.191287;0.0106141
0.191594;0.0212282
0.191901;0.0106141
0.192361;0.0212282
0.192668;0.0106141
0.192821;0.0106141
0.192975;0
0.193128;0.0106141
0.193128;0.0212282
0.193128;0.0106141
0.193282;0.0106141
0.193282;0.0106141
0.193282;0.0106141
0.193282;0.0106141
0.193435;0.0106141
0.193435;0.0212282
0.193435;0.0106141
0.193435;0.0106141
0.193435;0
0.193435;0.0106141
0.193742;0.0318423
0.193742;0.0106141
0.194509;0.0106141
0.194509;0.0106141
0.194816;0.0212282
0.194969;0
0.195122;0.0106141
0.195276;0.0106141
0.195736;0.0106141
0.196043;0.0318423
0.19681;0.0106141
0.197117;0.0212282
0.197577;0
0.198344;0.0212282
0.198804;0.0106141
0.198957;0.0106141
0.199264;0.0106141
0.199571;0.0106141
0.200184;0.0106141
0.200491;0.0106141
0.201105;0.0212282
0.201872;0.0106141
0.201872;0
0.201872;0
0.202639;0.0106141
0.202946;0.0424564
0.202946;0
0.202946;0
0.203099;0.0318423
0.203252;0.0212282
0.203252;0.0106141
0.203252;0.0106141
0.203406;0
0.203559;0.0106141
0.203559;0.0106141
0.203559;0
0.203559;0.0106141
0.203713;0.0106141
0.203713;0.0212282
0.203713;0.0106141
0.203713;0.0106141
0.203713;0.0106141
0.203713;0
0.203713;0
0.203713;0
0.203713;0.0106141
0.203713;0
0.203713;0
0.203713;-0.0530705
0.203713;0.0212282
0.203713;0.0106141
0.203713;0
0.203713;0.0106141
0.203713;0
0.203713;0.0106141
0.203866;0.0106141
0.203866;0
0.203866;0.0106141
0.203866;0.0212282
0.203866;0
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0
0.203866;0
0.203866;0.0318423
0.203866;0.0212282
0.203866;0
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0106141
0.203866;0
0.203866;0.0106141
0.203866;0
0.203866;0
0.203866;0.0318423
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0
0.203866;0.0212282
0.203866;0.0212282
0.203866;0.0106141
0.203866;0
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0318423
0.203866;0
0.203866;0.0106141
0.203866;0.0212282
0.203866;0
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0212282
0.203866;0
0.203866;0.0212282
0.203866;0.0106141
0.203866;0
0.203866;0.0212282
0.203866;0
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0
0.203866;0
0.203866;0.0106141
0.203866;0
0.203866;0.0212282
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0
0.203866;0.0106141
0.203866;0.0106141
0.203866;0
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0212282
0.203866;0.0106141
0.203866;0
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0212282
0.203866;0
0.203866;0.0212282
0.203866;0.0106141
0.203866;0.0106141
0.203866;0
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0
0.203866;0.0318423
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0.0106141
0.203866;0
0.203866;0.0106141
0.203866;0
0.203866;0.0212282
