x;y;theta
0.296413;-1.80754;-2.37929
0.291381;-1.80539;-2.38265
0.277503;-1.79935;-2.39192
0.261719;-1.79229;-2.40251
0.250755;-1.78727;-2.40989
0.245009;-1.7846;-2.41377
0.228819;-1.77693;-2.42475
0.217664;-1.77152;-2.43234
0.209386;-1.76743;-2.43799
0.201177;-1.76332;-2.44362
0.201177;-1.76332;-2.44362
0.157113;-1.74027;-2.47408
0.146516;-1.73447;-2.48148
0.146516;-1.73447;-2.48148
0.122432;-1.72089;-2.49841
0.114087;-1.71607;-2.50431
0.101069;-1.7084;-2.51356
0.0906618;-1.70216;-2.521
0.0806436;-1.69604;-2.52819
0.0729663;-1.69129;-2.53372
0.0626056;-1.68479;-2.54121
0.0493094;-1.67628;-2.55088
0.0368943;-1.66817;-2.55996
0.0318593;-1.66483;-2.56366
0.0144163;-1.65315;-2.5765
-0.000564688;-1.64296;-2.58756
-0.0106638;-1.63605;-2.59501
-0.025514;-1.62601;-2.60584
-0.03758;-1.61781;-2.61463
-0.0525923;-1.60768;-2.62547
-0.0620906;-1.60129;-2.63229
-0.0670359;-1.59795;-2.63584
-0.0842537;-1.58634;-2.64813
-0.0916655;-1.5813;-2.65343
-0.10712;-1.57073;-2.66445
-0.116538;-1.56421;-2.67118
-0.119098;-1.56242;-2.67302
-0.130838;-1.55421;-2.68142
-0.142589;-1.54593;-2.68982
-0.152031;-1.53919;-2.6966
-0.165877;-1.52918;-2.70657
-0.179789;-1.51891;-2.71666
-0.188957;-1.51205;-2.72333
-0.195968;-1.50674;-2.72846
-0.207644;-1.49777;-2.73704
-0.214467;-1.49246;-2.74208
-0.219336;-1.48864;-2.74568
-0.228448;-1.48142;-2.75246
-0.249203;-1.46459;-2.76802
-0.260649;-1.45507;-2.77669
-0.278783;-1.43965;-2.79056
-0.283373;-1.43568;-2.79409
-0.290033;-1.42986;-2.79924
-0.296647;-1.42402;-2.80438
-0.318561;-1.40443;-2.82146
-0.329544;-1.39438;-2.8301
-0.342687;-1.38218;-2.8405
-0.342687;-1.38218;-2.8405
-0.363881;-1.36206;-2.85742
-0.372219;-1.35396;-2.86415
-0.382841;-1.34354;-2.87275
-0.385107;-1.3413;-2.87459
-0.389142;-1.33733;-2.87785
-0.406117;-1.32043;-2.89162
-0.41242;-1.3141;-2.89674
-0.431554;-1.295;-2.91211
-0.435875;-1.29063;-2.9156
-0.444046;-1.28228;-2.92223
-0.444046;-1.28228;-2.92223
-0.46494;-1.26162;-2.93862
-0.477155;-1.24938;-2.94822
-0.483195;-1.24334;-2.95294
-0.493554;-1.23296;-2.96102
-0.512553;-1.21439;-2.97539
-0.512553;-1.21439;-2.97539
-0.525275;-1.20251;-2.98457
-0.546011;-1.18333;-2.99928
-0.552233;-1.17758;-3.00366
-0.558188;-1.17213;-3.00779
-0.568706;-1.16278;-3.01488
-0.576878;-1.15565;-3.02027
-0.587316;-1.1466;-3.02709
-0.593872;-1.14116;-3.03118
-0.593872;-1.14116;-3.03118
-0.617584;-1.12344;-3.04457
-0.637447;-1.11;-3.0547
-0.646498;-1.10418;-3.05908
-0.653175;-1.10008;-3.06217
-0.660249;-1.09599;-3.06525
-0.671668;-1.09027;-3.06962
-0.678625;-1.08704;-3.07209
-0.690792;-1.08216;-3.07589
-0.707421;-1.07669;-3.08023
-0.726604;-1.07199;-3.08412
-0.733504;-1.07048;-3.08538
-0.738267;-1.06958;-3.08616
-0.75012;-1.06732;-3.0881
-0.75012;-1.06732;-3.0881
-0.761772;-1.06623;-3.08923
-0.773848;-1.06557;-3.09009
-0.793259;-1.06494;-3.09116
-0.810337;-1.06495;-3.09173
-0.82264;-1.06509;-3.09205
-0.842466;-1.06639;-3.09183
-0.849915;-1.06698;-3.09169
-0.862651;-1.0683;-3.09124
-0.870187;-1.06915;-3.09092
-0.879966;-1.0704;-3.09042
-0.892517;-1.07217;-3.08968
-0.897475;-1.0729;-3.08936
-0.897475;-1.0729;-3.08936
-0.929653;-1.07913;-3.08637
-0.942395;-1.08175;-3.0851
-0.960277;-1.08572;-3.08314
-0.968039;-1.0875;-3.08226
-0.972937;-1.08864;-3.0817
-0.985629;-1.09162;-3.08023
-0.99539;-1.09393;-3.07909
-1.00748;-1.09681;-3.07768
-1.02467;-1.10095;-3.07568
-1.02467;-1.10095;-3.07568
-1.05378;-1.10802;-3.07228
-1.06613;-1.11106;-3.07084
-1.07108;-1.11228;-3.07026
-1.0855;-1.11585;-3.06858
-1.09553;-1.11836;-3.0674
-1.10265;-1.12014;-3.06657
-1.11016;-1.12203;-3.06569
-1.11998;-1.12451;-3.06455
-1.12998;-1.12705;-3.06338
-1.15517;-1.13349;-3.06043
-1.16261;-1.13541;-3.05956
-1.17998;-1.13992;-3.05752
-1.18973;-1.14247;-3.05638
-1.20487;-1.14645;-3.0546
-1.21211;-1.14836;-3.05376
-1.21953;-1.15033;-3.05289
-1.22454;-1.15166;-3.0523
-1.22969;-1.15304;-3.05169
-1.24435;-1.15696;-3.04997
-1.26899;-1.16362;-3.04708
-1.27396;-1.16497;-3.04649
-1.29926;-1.1719;-3.04352
-1.31181;-1.17537;-3.04204
-1.31951;-1.17753;-3.04113
-1.32951;-1.18037;-3.03991
-1.33435;-1.18176;-3.03932
-1.34704;-1.18549;-3.03772
-1.35462;-1.18774;-3.03676
-1.36938;-1.19222;-3.03483
-1.37704;-1.19459;-3.0338
-1.38188;-1.19609;-3.03315
-1.39217;-1.19935;-3.03174
-1.41758;-1.20768;-3.02811
-1.42534;-1.21028;-3.02698
-1.43785;-1.21456;-3.0251
-1.44539;-1.21717;-3.02396
-1.45067;-1.21902;-3.02315
-1.46533;-1.22429;-3.02083
-1.48238;-1.23057;-3.01806
-1.49212;-1.23424;-3.01644
-1.51415;-1.24304;-3.01248
-1.51875;-1.24491;-3.01164
-1.53089;-1.24995;-3.00937
-1.5406;-1.2541;-3.00748
-1.54997;-1.25816;-3.00564
-1.55962;-1.2624;-3.00372
-1.56962;-1.26689;-3.00168
-1.57881;-1.27112;-2.99975
-1.58597;-1.27447;-2.99821
-1.5959;-1.27915;-2.99608
-1.60966;-1.28594;-2.99295
-1.62602;-1.29432;-2.98906
-1.63539;-1.29924;-2.98678
-1.63993;-1.30166;-2.98565
-1.6539;-1.30938;-2.98203
-1.66067;-1.31322;-2.98022
-1.6721;-1.31989;-2.97707
-1.67871;-1.32384;-2.9752
-1.69889;-1.33639;-2.96922
-1.70087;-1.33763;-2.96863
-1.71195;-1.34476;-2.96523
-1.72083;-1.35056;-2.96248
-1.72083;-1.35056;-2.96248
-1.74292;-1.36539;-2.95543
-1.74956;-1.37011;-2.95316
-1.75809;-1.37632;-2.95017
-1.76473;-1.38123;-2.94781
-1.79404;-1.40359;-2.93706
-1.79797;-1.40668;-2.93557
-1.80647;-1.41344;-2.93234
-1.81243;-1.41821;-2.93005
-1.82046;-1.42467;-2.92697
-1.83307;-1.4349;-2.92212
-1.83507;-1.43654;-2.92135
-1.85582;-1.45363;-2.91332
-1.87403;-1.46886;-2.90623
-1.88015;-1.47403;-2.90383
-1.88815;-1.48082;-2.9007
-1.89392;-1.48575;-2.89843
-1.90001;-1.49097;-2.89604
-1.91176;-1.50112;-2.8914
-1.91767;-1.50626;-2.88906
-1.94299;-1.52857;-2.87897
-1.94715;-1.53228;-2.87731
-1.95698;-1.5411;-2.87336
-1.96663;-1.54981;-2.86948
-1.97261;-1.55525;-2.86706
-1.97835;-1.5605;-2.86474
